id,og_brand,og_name,og_price_eur,og_url,copy_brand,copy_name,copy_price_eur,copy_url,notes,saved_amount
1621,Jo Malone,Lime Basil & Mandarin,,,Jenny Glow,Lime & Basil,,,,
1622,Jo Malone,Mimosa & Cardamom,,,Jenny Glow,Mimosa & Cardamom,,,,
929,Jo Malone,Myrrh & Tonka,,,,Dua,,,,
930,Jo Malone,Myrrh & Tonka,,,,Mr. Sillage,,,,
991,Jo Malone,Orange Bitters,,,,Citrus Saturation,,,,
998,Jo Malone,Oud & Bergamot,,,,Berga Aoud,,,,
122,Jo Malone,Pomegranate Noir,,,,Aldo No 3. Pomegranate,,,,
1088,Jo Malone,Pomegranate Noir,,,,Apple of Grenada,,,,
1624,Jo Malone,Pomegranate Noir,,,Jenny Glow,Pomegranate,,,,
124,Jo Malone,Velvet Rose & Oud,,,,The Body Shop Rebel Rosebud,,,,
1281,Jo Malone,Velvet Rose & Oud,,,,Aoud Velrose,,,,
1298,Jo Malone,Wood Sage & Sea Salt,,,,Herbs & Sea Salt,,,,
1299,Jo Malone,Wood Sage & Sea Salt,,,,Herbs & Sea Salt Special Edition,,,,
1625,Jo Malone,Wood Sage & Sea Salt,,,Jenny Glow,Wood & Sage,,,,
125,Jo Malone,Wood Sage and Sea Salt,,,Jenny Glow,Wood Sage & Sea Salt,,,,
123,Jo Malone Lime,Basil & Mandarin,,,,The Perfume Edit Lime & Basil,,,,
730,Joop!,Homme,,,,The Shit,,,,
1627,Juicy Couture,I Am Juicy Couture,,,Zara,Ultra Juicy,,,,
1626,Juicy Couture,Juicy Coutur Viva La Juicy,,,Zara,Pink Flambe,,,,
958,Juliette Has a Gun,Not a Perfume,,,,#noperfume,,,,
1628,Kajal,Lamar,,,Lattafa,Lataffa Qaed Al Fursan,,,,
591,Kayali,Eden Juicy Apple,,,,Bade'e Al Oud Subline,,,,
1629,Kayali,Invite Only Amber,,,Paris Corner,Kaheela Lux,,,,
352,Kemi Blending Magic,Aurum,,,,Strawberry,,,,
352,Kemi Blending Magic,Aurum,,,,Chocolate & Oud,,,,
130,Kilian,Angel Share,,,,Enigma Deux,,,,
130,Kilian,Angel Share,,,Paris Corner,Emir Fire Your Desire,,,,
130,Kilian,Angel Share,,,,Heavens Scent by Oakcha,,,,
130,Kilian,Angel Share,,,Maison Alhambra,Kismet Angel,,,,
130,Kilian,Angel Share,,,,Montage Intense,,,,
1631,Kilian,Angel Share,,,Fragrance World,Fragance Cocktail Intense,,,90% Similiar,
1633,Kilian,Angel Share,,,Fragrance World,Royal Blend,,,2nd Closest,
1634,Kilian,Angel Share,,,Borouj,Sillage,,,Very Close,
1635,Kilian,Angel Share,,,Alexandria Fragrances,Brooklyn Fragrance Lover,,,"Best, Closest",
1636,Kilian,Angel Share,,,Yasmeen,Khamr Share,,,,
1637,Kilian,Angel Share,,,Harumme,Angelique Du Bois,,,Inspired,
1638,Kilian,Angel Share,,,Khadlaj Perfumes,Perfume La Fede Intoxicate,,,,
295,Kilian,Angels' Share,,,,Cognac D'ange,,,,
331,Kilian,Apple Brandy,,,,Apple Cognac,,,,
1641,Kilian,Back to Black,,,Maison Alhambra,Emir When the Soul Gets High,,,,
456,Kilian,Black Phantom,,,,Phantom Noir,,,,
1642,Kilian,Good Girl Gone Bad,,,Maison Alhambra,Kismet for Women,,,,
1643,Kilian,Intoxicated,,,Paris Corner,Emir You're Drugged,,,,
134,Kilian,Killian Black Phantom,,,La Ree Fragrances,Night Wizard,,,,
133,Kilian,Killian Love Don’t Be Shy,,,La Ree Fragrances,Confident Love,,,,
132,Kilian,Killian Princess,,,La Ree Fragrances,Independent Princess,,,,
135,Kilian,Killian Roses on Ice,,,La Ree Fragrances,Winter Rose,,,,
131,Kilian,Killian Vodka on the Rocks,,,,Kismet Moscow by Maison Alhambra,,,,
1644,Kilian,Single Malt,,,The Dua Brand,Spiritus Dei,,,,
1645,Kilian,Vodka on the Rocks,,,Maison Alhambra,Kismet Moscow,,,,
296,Kilian Paris,Angels' Share,,,,Angelic Elixir,,,,
299,Kilian Paris,Angels' Share,,,,When Souls Get High,,,,
300,Kilian Paris,Angels' Share,,,,You're Drugged,,,,
416,Kilian Paris,Back to Black,,,,Honey Laced Tabac,,,,
417,Kilian Paris,Back to Black,,,,Niche White Diamond,,,,
457,Kilian Paris,Black Phantom,,,,Black Widow,,,,
655,Kilian Paris,Forbidden Games,,,,Amberythme,,,,
679,Kilian Paris,Good Girl Gone Bad,,,,Rose & Chocolate Kisses,,,,
680,Kilian Paris,Good Girl Gone Bad Extreme,,,,Extreme Rebellion,,,,
743,Kilian Paris,I Don't Need a Prince by My Side to Be a Princess,,,,Rosa on Ice,,,,
772,Kilian Paris,Intoxicated,,,,Euphoric,,,,
820,Kilian Paris,Kisses Don't Lie,,,,Soul Smoke,,,,
911,Kilian Paris,Moonlight in Heaven,,,,Heaven’s Moonlight,,,,
1077,Kilian Paris,Playing with the Devil,,,,Deal with the Devil,,,,
1140,Kilian Paris,Rolling in Love,,,,Lovebound,,,,
1153,Kilian Paris,Roses on Ice,,,,Slow Kill,,,,
1214,Kilian Paris,Single Malt,,,,The Knight,,,,
1215,Kilian Paris,Smoke for the Soul,,,,Taboo Games,,,,
1218,Kilian Paris,Straight to Heaven,,,,Nirvana,,,,
1291,Kilian Paris,Vodka on the Rocks,,,,Bottoms Up,,,,
1646,Lacoste,Blanc/ Lacoste L1212,,,Szindore,Croc,,,,
585,Lacoste,Eau De Lacoste L.12.12,,,,Red Vanilla,,,,
138,Lacoste,L12.12 White,,,Armaf,Hunter,,,,
138,Lacoste,L12.12 White,,,Zara,8,,,,
1649,Lacoste,Pour Femme,,,Maison Alhambra,Coastal Pour Femme,,,,
1650,Lalique,Encre Noire,,,Maison Alhambra,Anchor Black,,,,
1651,Lancome,Idole L'intense,,,Zara,Memoire Intense,,,,
1652,Lancome,Idole L'intense,,,Maison Alhambra,Pride,,,,
1653,Lancome,La Nuit Tresor a La Folie,,,Maison Alhambra,Nuit De Folie,,,,
1654,Lancome,La Vie Est Belle,,,Maison Alhambra,La Vita Bella,,,Recommended,
1655,Lancome,La Vie Est Belle,,,Lattafa,Al Azraa,,,Recommended,
1657,Lancome,La Vie Est Belle,,,Riffs,Wonder of You Pour Femme,,,Recommended,
1658,Lancome,La Vie Est Belle Intensement,,,Maison Alhambra,La Vita Bella Intensa,,,,
1659,Lancome,La Vie Est Belle Intensement,,,Zara,Majestic Opulence,,,,
137,Lancome, La Vie Este Belle,,,,M&s Pink Pepper,,,,
137,Lancome,La Vie Este Belle,,,Rasasi,Hawas for Her. Lancome Oud Bouquet : Swiss Arabian Shaghaf Oud,,,,
137,Lancome,La Vie Este Belle,,,Lattafa,Oud Mood,,,,
137,Lancome,La Vie Este Belle,,,Primark,Ps Love Noir,,,,
1002,Lancome,Oud Bouquet,,,,Aoud Bouquet,,,,
1003,Lancome,Oud Bouquet,,,,Damascus Rose,,,,
1004,Lancome,Oud Bouquet,,,,Inara Oud,,,,
1005,Lancome,Oud Bouquet,,,,Shaghaf Oud,,,,
1006,Lancome,Oud Bouquet Eau De Parfum,,,,Santal's Kiss,,,,
1661,Lanvin,Eclat D'arpege,,,Maison Alhambra,Aura D'eclat,,,,
305,Le Labo,Another 13,,,,Another 13 Shades,,,,
306,Le Labo,Another 13,,,,Another 14,,,,
432,Le Labo,Bergamote 22,,,,Eau Bergamote,,,,
534,Le Labo,Citron 28,,,,28 Shades of Citron,,,,
666,Le Labo,Gaiac 10,,,,Eau Gaiac,,,,
842,Le Labo,Labdanum 18,,,,24 Shades of Patchouli,,,,
854,Le Labo,Limette 37,,,,37 Shades of Limette,,,,
874,Le Labo,Lys 41,,,,41 Shades of Lys,,,,
1145,Le Labo,Rose 31,,,,18 Shades of Labdanum,,,,
1146,Le Labo,Rose 31,,,,Eau Rose,,,,
139,Le Labo,Santal 33,,,Le Monde Gourmand,Santal Supreme,,,,
1174,Le Labo,Santal 33,,,,22 Shades of Vanille Bergamot,,,,
1175,Le Labo,Santal 33,,,,Eau Santal,,,,
139,Le Labo,Santal 34,,,Oakcha,Ruhe,,,,
139,Le Labo,Santal 35,,,Zara,Energetically New York,,,,
1283,Le Labo,Vetiver 46,,,,46 Shades of Vetiver,,,,
1662,Les Liquides Imaginaires,Blanche Bête,,,Genre Parfums,Essence,,,,
508,Louis Vuitton,Cactus Garden,,,,Garden of Thorns,,,,
511,Louis Vuitton,California Dream,,,,Cali Life,,,,
632,Louis Vuitton,Etoile Filane,,,,Wish on a Star,,,,
140,Louis Vuitton,I'immensite,,,,Jean Lowe Immortal by Maison Alhambra,,,,
745,Louis Vuitton,Imagination,,,,Ab,,,,
746,Louis Vuitton,Imagination,,,,Louis,,,,
833,Louis Vuitton,L'immensite,,,,Alexandria,,,,
1663,Louis Vuitton,L'immensite,,,Maison Alhambra,Jean Lowe Immortal,,,,
1664,Louis Vuitton,Les Sables Roses,,,Paris Corner,Emir Lueur D’espoir Arena,,,,
1665,Louis Vuitton,Matiere Noire,,,Maison Alhambra,Jean Lowe Matiere,,,,
894,Louis Vuitton,Meteore,,,,#themeteore,,,,
1666,Louis Vuitton,Nouveau Monde,,,Maison Alhambra,Jean Lowe Nouveau,,,,
1667,Louis Vuitton,Nouveau Monde,,,Sterling Parfums,Flavia Nouveau Ambre,,,,
963,Louis Vuitton,Nuit De Feu,,,,Darkside of Leather,,,,
1668,Louis Vuitton,Nuit De Feu,,,Paris Corner,Emir Lueur D’espoir Noche,,,,
1670,Louis Vuitton,Ombre Nomade,,,Maison Alhambra,Jean Lower Ombre,,,,
982,Louis Vuitton,Ombre Nomade,,,,Amber Musk,,,,
983,Louis Vuitton,Ombre Nomade,,,,Faqat Lil Rijal,,,,
985,Louis Vuitton,Ombre Nomade,,,,Leather for the Ages,,,,
986,Louis Vuitton,Ombre Nomade,,,,Royal Night,,,,
1671,Louis Vuitton,Ombre Nomade,,,Zimaya,Night Shadow,,,,
988,Louis Vuitton,On the Beach,,,,#beachvibes,,,,
989,Louis Vuitton,Orage,,,,The Taste of Orange,,,,
1672,Louis Vuitton,Pur Oud,,,Maison Alhambra,Amberley Pur Oud,,,,
1220,Louis Vuitton,Sun Song,,,,The Sun Sings,,,,
1226,Louis Vuitton,Sur La Route,,,,A Citrus Route,,,,
906,M Micallef,Mon Parfum Cristal,,,,Wajd,,,,
1673,Maison Francis Kurkdijan,Baccarat Rouge 540,,,Lattafa,Rouge,,,Recommended,
1685,Maison Francis Kurkdijan,Baccarat Rouge 540 Extrait,,,Maison Alhambra,Baroque Rouge Extrait,,,Recommended,
1686,Maison Francis Kurkdijan,Baccarat Rouge 540 Extrait,,,Al Haramain,Amber Oud Ruby,,,Recommended,
1688,Maison Francis Kurkdijan,Baccarat Rouge 540 Extrait,,,Samy Andraus Fragrances,Red Sapphire,,,,
1674,Maison Francis Kurkdijan,Baccarat Rouge 541,,,Dossier,Ambery Saffron,,,Exact Same,
1675,Maison Francis Kurkdijan,Baccarat Rouge 542,,,Al Haramain,Amber Oud Rouge,,,Recommended,
1676,Maison Francis Kurkdijan,Baccarat Rouge 543,,,Armaf,Club De Nuit Untold,,,Recommended,
1677,Maison Francis Kurkdijan,Baccarat Rouge 544,,,Szindore,Royal 54,,,,
1678,Maison Francis Kurkdijan,Baccarat Rouge 545,,,Ariana Grande,Cloud,,,Recommended Sweet Cotton Candy Opening,
1679,Maison Francis Kurkdijan,Baccarat Rouge 546,,,The Woods Collection,Natural - Flame,,,,
1680,Maison Francis Kurkdijan,Baccarat Rouge 547,,,Al Haramain,Manege Rouge,,,Recommended,
1681,Maison Francis Kurkdijan,Baccarat Rouge 548,,,Maison Alhambra,Baroque Rouge 540,,,,
1682,Maison Francis Kurkdijan,Baccarat Rouge 549,,,Burberry,Her Edp,,,,
1684,Maison Francis Kurkdijan,Baccarat Rouge 551,,,Zara,Red Temptation,,,,
1689,Maison Francis Kurkdijan,Grand Soir,,,Lattafa,Pride Eternal Oud,,,,
1690,Maison Francis Kurkdijan,Grand Soir,,,Paris Corner,North Stag Neuf Ix,,,,
1691,Maison Francis Kurkdijan,Grand Soir,,,Fomo,Illusion D'un Soir,,,Gent Scents Recommended,
1692,Maison Francis Kurkdijan,Oud Satin Mood,,,Maison Alhambra,Baroque Satin Oud,,,,
263,Maison Francis Kurkdjian,Acqua Vitae Cologne Forte,,,,Acqua Del Mundo Cologne Attar,,,,
332,Maison Francis Kurkdjian,Aqua Celestia,,,,Rose for Him,,,,
333,Maison Francis Kurkdjian,Aqua Celestia Forte,,,,Rain Water,,,,
337,Maison Francis Kurkdjian,Aqua Universalis Forte,,,,Across the Universe,,,,
394,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Casino Royale,,,,
397,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,For Him Red Edition,,,,
398,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Gharaam,,,,
399,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Interplay,,,,
400,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Le Bonbon,,,,
401,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Le Bonbon Intense,,,,
402,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Opulent Musk,,,,
403,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Private Musk,,,,
404,Maison Francis Kurkdjian,Baccarat Rouge 540,,,,Qasamat Bareeq,,,,
152,Maison Francis Kurkdjian,Baccarat Rouge 540 Eau De Parfum,,,Manege Rouge,Al Haramain,,,,
152,Maison Francis Kurkdjian,Baccarat Rouge 540 Eau De Parfum,,,Ana Abiyedh,Rouge Lattafa,,,,
152,Maison Francis Kurkdjian,Baccarat Rouge 540 Eau De Parfum,,,Armaf,Untold,,,,
408,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait,,,,Casino Royale Nights Attar,,,,
409,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait,,,,Casino Royale Nights Gold,,,,
410,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait,,,,Casino Royale Nights Special Edition,,,,
411,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait,,,,Dark Casino Royale Nights,,,,
412,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait,,,,Philos Rosso,,,,
153,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait De Parfum,,,,Haramain Amber Oud Ruby Edition,,,,
413,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait De Parfum,,,,Retro Flare (gold),,,,
641,Maison Francis Kurkdjian,Feminin Pluriel,,,,Pure for Her,,,,
151,Maison Francis Kurkdjian,Gentle Fluidity Gold,,,Orientica,Velvet Gold,,,,
671,Maison Francis Kurkdjian,Gentle Fluidity Silver,,,,Retro Flare (silver),,,,
684,Maison Francis Kurkdjian,Grand Soir,,,,Alha,,,,
685,Maison Francis Kurkdjian,Grand Soir,,,,Amber Grand,,,,
686,Maison Francis Kurkdjian,Grand Soir,,,,Crater,,,,
687,Maison Francis Kurkdjian,Grand Soir,,,,Eternal Oud,,,,
688,Maison Francis Kurkdjian,Grand Soir,,,,Paris Night,,,,
828,Maison Francis Kurkdjian,L'homme a La Rose,,,,Citrus Rose,,,,
1028,Maison Francis Kurkdjian,Oud Satin Mood,,,,Ministry of Oud - Oud Satin,,,,
1029,Maison Francis Kurkdjian,Oud Satin Mood,,,,Nostalgia,,,,
1067,Maison Francis Kurkdjian,Petit Matin,,,,Sunday Morning,,,,
353,Maison Margiela,Autumn Vibes,,,,Tasmeem Men,,,,
150,Maison Margiela,By the Fireplace,,,,Ameer Al Oudh Intense Oud Lattafa,,,,
504,Maison Margiela,By the Fireplace,,,,Masion Du Soir,,,,
1694,Maison Margiela,By the Fireplace,,,Paris Corner,Emir Campfire,,,85% Similiar,
1695,Maison Margiela,By the Fireplace,,,Lattafa,Raghba Wood Intense,,,Recommended(close to Btf Than Ameer Al Oud Intense Oud),
1697,Maison Margiela,By the Fireplace,,,Zara,Ebony Wood,,,,
1698,Maison Margiela,By the Fireplace,,,Zara,Bohemian Oud,,,,
810,Maison Margiela,Jazz Club,,,,Brooklyn Jazz,,,,
1700,Maison Margiela,Jazz Club,,,Paris Corner,North Stag Phenomenal Quatorze Xiv,,,,
1131,Maison Margiela,Replica Bubble Bath,,,,#soapy,,,,
1699,Maison Margiela,Replica Jazz Club,,,Dossier,Woody Tobacco,,,,
1132,Maison Margiela,Replica Matcha Meditation,,,,Matchalicious,,,,
505,Maison Martin Margiela,By the Fireplace,,,,Ameer Al Oudh Intense,,,,
506,Maison Martin Margiela,By the Fireplace,,,,Camp Fire,,,,
507,Maison Martin Margiela,By the Fireplace,,,,Majd Al Sultan Asdaaf,,,,
312,Mancera,Aoud Cafe,,,,Raghba Wood Intense for Man,,,,
327,Mancera,Aoud Vanille,,,,Aoud and Vanille,,,,
1701,Mancera,Aoud Vanille,,,Maison Alhambra,Oud Vanille,,,,
147,Mancera,Cedrat Boise,,,,Emir Cedrat Essence,,,,
521,Mancera,Cedrat Boise,,,,Cedrat Essence Emir,,,,
522,Mancera,Cedrat Boise,,,,Oudh Al Misk,,,,
523,Mancera,Cedrat Boise,,,,Raed Silver Edp,,,,
1703,Mancera,Cedrat Boise,,,Arabiyat Prestige,Ishatar Citrrus Oud,,,,
536,Mancera,Coco Vanille,,,,Qaed Al Fursan Unlimited,,,,
752,Mancera,Instant Crush,,,,Afkaar,,,,
753,Mancera,Instant Crush,,,,Super Crush,,,,
1704,Mancera,Instant Crush,,,Paris Corner,Emir Super Crush,,,,
1705,Mancera,Instant Crush,,,Monarch,Instant Gold Crush,,,,
1707,Mancera,Red Tobacco,,,Maison Alhambra,Instant Tobacco,,,,
1120,Mancera,Red Tobacco,,,,Tobacco Rouge,,,,
1706,Mancera,Red Tobacco,,,Paris Corner,Emir Wild and Tobacco,,,,
1709,Mancera,Roses Vanille,,,Lattafa,Ajwad,,,,
1710,Mancera,Roses Vanille,,,Zara,Roses Gourmand,,,,
1155,Mancera,Roses Vanille,,,,Crystal Rose,,,,
1157,Mancera,Roses Vanille,,,,Montaigne Vanille,,,,
1159,Mancera,Roses Vanille,,,,Teef Al Hub,,,,
1708,Mancera,Roses Vanille,,,Paris Corner,Emir Vanilla & Roses,,,,
1711,Mancera,Tonka Cola,,,Paris Corner,Emir Cherry Cola,,,,
805,Manos Gerakinis,Jardin Secret,,,,Luminous Charm,,,,
144,Marc Antoine,Barrois Ganymede,,,Paris Corner,Emir Celestial,,,,
144,Marc Antoine,Marc Antoine Barrois Ganymede,,,,Bois Imperial,,,,
145,Marc Jacobs,Daisy,,,Pharmacia,Blush D'orchidée,,,,
145,Marc Jacobs,Daisy,,,Avon,Eve Truth,,,,
669,Marc-antoine Barrois,Ganymede,,,,Galilean,,,,
234,Masque Milano,(homage To) Hemingway,,,,Essence of Vetiverum,,,,
870,Masque Milano,Luci Ed Ombre,,,,White Florals and Incense,,,,
909,Masque Milano,Montecristo,,,,Oglasa,,,,
1170,Masque Milano,Russian Tea,,,,Tea De Russie,,,,
1231,Masque Milano,Tango,,,,Takes 2 to Tango,,,,
1232,Masque Milano,Terralba,,,,Sardinia Provincia,,,,
1259,Masque Milano,Times Square,,,,Fashionista,,,,
542,Matiere Premiere,Cologne Cedrat,,,,Cedar Cologne,,,,
941,Matiere Premiere,Neroli Oranger,,,,Neroli & Orange Cologne,,,,
481,Mdci Parfums,Bleu Satin,,,,Satin Azure,,,,
558,Mdci Parfums,Cuir Cavalier,,,,Historic Leather,,,,
774,Mdci Parfums,Invasion Barbare,,,,Invasion of the Barbers,,,,
830,Mdci Parfums,L'homme Aux Gants,,,,Lost in Translation,,,,
68,Melanie Martinez,Cry Baby Perfume Milk,,,La Ree Fragrances,Baby’s Favorite,,,,
265,Memo Paris,African Leather,,,,African Magic,,,,
266,Memo Paris,African Leather,,,,Cuìr De Afrìcano,,,,
267,Memo Paris,African Leather,,,,Inara Black,,,,
268,Memo Paris,African Leather,,,,Wild Leather,,,,
1713,Memo Paris,African Leather,,,Maison Alhambra,Afro Leather,,,,
1714,Memo Paris,African Leather,,,Paris Corner,African Leopard,,,,
657,Memo Paris,French Leather,,,,Cuìr De Français,,,,
792,Memo Paris,Irish Leather,,,,Carve on,,,,
793,Memo Paris,Irish Leather,,,,Cuìr De Irlandés,,,,
794,Memo Paris,Irish Leather,,,,La Yuqawam Ambergris Showers,,,,
1715,Memo Paris,Irish Leather,,,Maison Alhambra,Dublin Leather,,,,
1716,Memo Paris,Irish Leather,,,Lattafa,Leather,,,Slight Twist,
799,Memo Paris,Italian Leather,,,,Cuìr De Mìlano,,,,
800,Memo Paris,Italian Leather,,,,Rome,,,,
915,Memo Paris,Moroccan Leather,,,,Cuìr De Morocco,,,,
966,Memo Paris,Ocean Leather,,,,Cuìr De Oceanic,,,,
1169,Memo Paris,Russian Leather,,,,Cuìr De Russie,,,,
1717,Memo Paris,Russian Leather,,,Maison Alhambra,Russe Leather,,,,
1209,Memo Paris,Sicilian Leather,,,,Cuir De Sicily,,,,
1230,Memo Paris,Tamarindo,,,,Costarindo,,,,
1295,Memo Paris,Winter Palace,,,,Frosted Empire,,,,
1718,Mercedes Benz,Mercedez Benz Select Night,,,Armaf,Odyssey Homme,,,,
895,Michael Kors,Midnight Shimmer,,,,Casablanca,,,,
1719,Mont Blanc,Explorer,,,Maison Alhambra,Encode,,,,
1720,Mont Blanc,Explorer Ultra Blue,,,Maison Alhambra,Encode Blue,,,,
1721,Mont Blanc,Legend Night,,,Maison Alhambra,Expose Intense,,,,
1722,Mont Blanc,Legend Spirit,,,Maison Alhambra,Expose Blanc,,,,
313,Montale,Aoud Damascus,,,,Oud Al Mubakhar,,,,
324,Montale,Aoud Queen Roses,,,,Oudi,,,,
339,Montale,Arabian Tonka,,,,Mountain Nuit Paris,,,,
738,Montale,Honey Aoud,,,,Shaghaf Oud Azraq,,,,
1723,Montale,Intense Cafe,,,Fragrance World,Mocha Wood,,,Gent Scents Recommended,
761,Montale,Intense Roses Musk,,,,Madinah,,,,
920,Montale,Mukhallat,,,,Makkah,,,,
1724,Montale,Nepal Aoud,,,Lattafa,24k Gold,,,,
1725,Montale,Rose Night,,,Lattafa,Shams Al Shampoos Rose Taifi,,,,
1726,Montale,Roses Musk,,,Maison Alhambra,Musk Vanille,,,,
908,Montblanc,,,,,Derby Club House Gold,,,,
605,Montblanc,Emblem,,,,Voyage,,,,
606,Montblanc,Emblem,,,,Futura La Homme Intense,,,,
246,Mugler,A Men Pure Havane,,,,Majestic Black,,,,
179,Mugler,Alien,,,,Milton Llyoid Stars,,,,
179,Mugler,Alien,,,Zara,Violet Blossom,,,,
148,Mugler,Pure Havane,,,,Rt Insurrection Ii Wild,,,,
1728,Narciso Rodriguez,For Her,,,Maison Alhambra,Narissa for Her,,,,
1729,Narciso Rodriguez,Narciso,,,Maison Alhambra,Narissa,,,,
934,Narciso Rodriguez,Narciso Eau De Parfum Ambrée,,,,Shahd,,,,
1730,Narciso Rodriguez,Narciso Rouge,,,Maison Alhambra,Narissa Rouge,,,,
423,Nasomatto,Baraonda,,,,Fire Mind Control,,,,
424,Nasomatto,Baraonda,,,,Liquid Mind Control,,,,
425,Nasomatto,Baraonda,,,,The God Father,,,,
438,Nasomatto,Black Afgano,,,,Anubis Kiss,,,,
439,Nasomatto,Black Afgano,,,,Rumz Al Rasasi 9453 Pour Lui,,,,
464,Nasomatto,Blamage,,,,Dignified Leather,,,,
962,Nasomatto,Nudiflorum,,,,Shurah Pour Homme,,,,
1050,Nasomatto,Pardon,,,,No Apologies,,,,
1731,Nautica,Voyage,,,Barrett Fragrances,Ocean Odyssey,,,,
1054,Nicolai Parfumeur Createur,Patchouli Incense,,,,Xtreme Patch,,,,
1055,Nicolai Parfumeur Createur,Patchouli Intense,,,,Patchouli on Fire,,,,
301,Nishane,Ani,,,,Drowning in Vanilla,,,,
302,Nishane,Ani,,,,Nasheet,,,,
303,Nishane,Ani,,,,Vanille Absolute,,,,
155,Nishane,Hacivat,,,Afnan,Supremacy Not Only Intense,,,,
155,Nishane,Hacivat,,,Lataffa, Qaed Al Fursan,,,,
711,Nishane,Hacivat,,,,Hacienda,,,,
712,Nishane,Hacivat,,,,Hacivaz,,,,
713,Nishane,Hacivat,,,,Ottoman Breeze,,,,
714,Nishane,Hacivat,,,,Ottoman Breeze Attar,,,,
939,Nishane,Nefs,,,,Century Xvi,,,,
1300,Nishane,Wulong Cha,,,,Oolong Tea,,,,
637,Nj,Fahrenheit,,,,Celsius,,,,
836,Nobile 1942,La Danza Delle Libellule,,,,Qasamat Ebhar,,,,
994,Original Brand,Original Name of Perfume,,,,Clone Name of Perfume,,,,
1326,Original Brand,Original Perfume and Their Clones,,,Clone Brand,Original and Name,,,Community Comments Personal Comments,
907,Ormond Jayne,Montabaco,,,,Gustavo,,,,
808,Ormonde,Jayne Montabaco,,,,Latin Tabacum,,,,
809,Ormonde,Jayne One.5,,,,Equilibrium 1.5,,,,
935,Ormonde Jayne,Nawab of Oud Intensivo,,,,Prince of Oud,,,,
429,Orto Parisi,Bergamask,,,,Hatkora Wood,,,,
891,Orto Parisi,Megamare,,,,#mega,,,,
892,Orto Parisi,Megamare,,,,A Chaos in the Ocean,,,,
1734,Orto Parisi,Megamare,,,Maison Alhambra,Megara,,,,
1217,Orto Parisi,Stercus,,,,Ameer Al Oudh,,,,
1237,Orto Parisi,Terroni,,,,Maahir Black Edition,,,,
1736,Orto Parisi,Terroni,,,Maison Alhambra,Maahir Black,,,,
1735,Orto Parisi,Terroni,,,Maison Alhambra,Terra,,,,
280,Parfums De Marly,Althair,,,,The Eagle Has Landed,,,,
289,Parfums De Marly,Ambre Sultan,,,,Niche Oud,,,,
1763,Parfums De Marly,Carlisle,,,Ard Al Zaafaran,Tafakhar,,,,
167,Parfums De Marly,Carlisle,,,La Ree Fragrances,Autumn Air,,,,
514,Parfums De Marly,Carlisle,,,,Cumbria,,,,
1760,Parfums De Marly,Carlisle,,,Berouj,Perladour,,,,
1761,Parfums De Marly,Carlisle,,,Maison Alhambra,Cassius,,,,
1762,Parfums De Marly,Carlisle,,,Ard Al Zaafaran,Wafa,,,Pdm Carlisle X Kilian Black Phantom,
1765,Parfums De Marly,Carlisle,,,Zara,Fashionably London,,,,
519,Parfums De Marly,Cassili,,,,Dreamy Elixir,,,,
568,Parfums De Marly,Delina,,,,Lady Diana,,,,
569,Parfums De Marly,Delina,,,,Pink Rose,,,,
570,Parfums De Marly,Delina,,,,Rose 01,,,,
571,Parfums De Marly,Delina,,,,Souvenir Floral Bouquet,,,,
1764,Parfums De Marly,Delina,,,Maison Alhambra,Delilah,,,,
165,Parfums De Marly,Delina Exclusif,,,Armaf,Imperiale,,,,
572,Parfums De Marly,Delina Exclusif,,,,Miss Congeniality,,,,
1766,Parfums De Marly,Delina Exclusif,,,Armaf,Club De Nuit White Imperiale,,,,
169,Parfums De Marly,Delina Exclusive,,,La Ree Fragrances,Bella Noble Exclusif,,,,
667,Parfums De Marly,Galloway,,,,Scottish Breed,,,,
668,Parfums De Marly,Galloway,,,,White,,,,
676,Parfums De Marly,Godolphin,,,,Galatea,,,,
700,Parfums De Marly,Greenley,,,,Dua Formula 003,,,,
170,Parfums De Marly,Greenly,,,La Ree Fragrances,on the Green,,,,
709,Parfums De Marly,Habdan,,,,Essence of Royalty,,,,
168,Parfums De Marly,Herod,,,,Divine Vanille by Essential Parfums,,,,
719,Parfums De Marly,Herod,,,,Arabian Horse,,,,
720,Parfums De Marly,Herod,,,,Hercules,,,,
721,Parfums De Marly,Herod,,,,King of Judea Attar,,,,
722,Parfums De Marly,Herod,,,,Radical Brown,,,,
723,Parfums De Marly,Herod,,,,Tobacco Noir,,,,
